user,hike_id
Gherard,die wilden seiten des zahmen kaisers grinnerkopf und pyramidenspitze_47.62_12.28
giorgio59m,tu mi turbi ma quanto mi turbi piz turba 3018mt_46.43_9.6
igor,puntone dei fraci n 3 202m da hinterrhein_46.5_9.13
bulbiferum,bistinepass sirwolte_46.23_8
mountainrescue,unterwegs im b rengebiet herrlicher herbsttag auf oistra und topitza_46.51_14.66
Poge,adula rheinwaldhorn via malvaglia_46.48_9.03
SCM,rossbodenstock 2836m_46.64_8.67
guenter,schneealm rauhenstein grat_47.68_15.59
patripoli,oltre il colle c l arera_45.93_9.8
Bergfritz,sch ckl 1442 m_47.19_15.45
tignoelino,altenberg pizzo capio val strona_45.92_8.22
siso,gelbhorn 3036 m_46.62_9.34
Schneemann,berschreitung piz beverin 2998 m vom glaspass nach mathon_46.66_9.35
Max64,corno brunni 2862 m val formazza_46.43_8.41
stefi,lago inferiore di ciamousseretto 2504 m_45.47_7.29
Poge,ligoncio_46.22_9.51
MatthiasG,gamswild am hochmaderer_46.92_10.04
Gherard,von steinberg am rofan auf den guffert_47.53_11.79
amphibol,sunnighorn und mitagflue rundtour_46.67_7.62
amphibol,doldenhorn 3643 nein ssere fisistock 2946_46.48_7.7
quacamozza,kelleschrofen via bachschmidkamin und babylonischer turm_47.49_10.63
gbal,forno cima scaravini epilogo_45.94_8.3
SCM,nationalpark plitvicer seen_44.89_15.61
Gherard,kleiner lafatscher vom halltal_47.34_11.47
Gherard,vom hallerangerhaus durchs vomper loch zur karwendelrast_47.35_11.58
cappef,bocchetta di val maggia pizzo fiorina sud mancato_46.43_8.44
quacamozza,burgberger h rnle s dkante und funkenweg_47.54_10.3
SCM,bike hike auf den h chsten berg polens_49.15_20.08
MichaelG,tromm 576m_49.62_8.8
SCM,sardonah tte sac 2157m_46.92_9.32
Poge,ofentalhorn e pizzo di antigine_46.04_8.04
siso,rifugio alpe costa 1941 m e laghetto 2050 m_46.35_8.81
360,black butte and 4th of july peak hike and fish_38.67_-120.02
Francesco,ferrata g falcipieri e zona sacra del pasubio 52 gallerie_45.78_11.21
amphibol,vom turtmanntal in s val d anniviers oder barr brunegg und bishorn_46.14_7.72
jaschwilli,auf den feldberg vom h llental aus_47.89_8.04
Barbacan,e di nuovo resegone_45.87_9.48
morgan,punta della rossa 2887 via normale val devero_46.33_8.25
Lella,cima sw di malvedello m 2585_46.17_9.56
ser59,rif benigni cima piazotti val tronella passo salmurano curva sciocc_46.02_9.57
genepi,une balade traditionnelle dans le jura_46.48_6.2
lila,jagershaugen 1392m_61.45_7.4
Max64,testa grigia 3314 m_45.83_7.76
tignoelino,jazzihorn o pizzo cingino nord m 3227_46.04_8.05
MaeNi,maeni unterwegs im hohen norden iii tjeldbergtinden reinebringen und nordische impressionen_67.92_13.07
D!nu,emmen uferweg_47.06_8.22
mm1969,monte del forno 3214 m_46.36_9.71
Menek,se un tris di cime non basta baro e faccio poker_45.94_9.55
lila,molden 1116m_61.34_7.29
carpintero,gams chopf und stoss_47.22_9.32
Sky,la rosablanche 3336 3 m ar te w_46.05_7.33
milan,hochvogel 2592m und jubil umsweg mit kastenkopf 2129m_47.41_10.41
Sky,serra neire 2986 m_46.1_7.57
ser59,pizzo alto pizzo rotondo_46.07_9.46
mp2012,oberbachernspitze 2675m_46.65_12.34
tricky,federispitz speer mattstock_47.16_9.11
ser59,pizzo diavolino pizzo diavolo monte aga_46.04_9.85
ser59,maratona in quota piazza brembana rifugio benigni_45.97_9.58
kardirk,alpelhorn kecker zacken im schatten der gro en_47.54_12.82
morgan,passeggiata sul lago d orta_45.8_8.4
pame,curved ridge plaisirkletterei und zwei munros_56.65_-4.92
MichaelG,mittelrhein klettersteig in boppard_50.24_7.57
PStraub,jegerst ck 2584 m t rme und zinnen ber dem urner boden_46.9_8.9
genepi,gerschni_46.81_8.4
morgan,paglione covreto e corbaro val veddasca_46.09_8.81
ser59,rifugio papa sentiero delle 52 gallerie_45.78_11.21
ser59,rif papa cima palon_45.79_11.21
ser59,pizzo badile_46.27_9.59
mp2012,jakobspitze 2742m_46.75_11.46
mountainrescue,gipfelsammeln auf einer sch nen kammwanderung hoch ber rauris_47.23_12.97
Randolins,muott ota_46.41_9.76
Randolins,am herzogenhorn_47.84_8.02
cristina,cima careser 3189 m_46.44_10.76
zar,rheinwaldhorn adula 3 402 m cresta wsw via malvaglia ticino s queen_46.48_9.03
joe,ein langer aufstieg auf das stockhorn_46.71_7.49
tignoelino,monte minoia il grande est del devero_46.34_8.3
Kaj,an den st llen entlang auf den l ti_47.21_9.29
Bergamotte,pr chtige bergfahrt rund um den muttsee_46.87_9.01
jaschwilli,berschreitung des monte cinto und zum dessert den capu borba_42.38_8.97
jaschwilli,melo und goriasee zwei p sse und der lombarduccio_42.22_9.02
cristina,adamello 3554 m via terzulli_46.14_10.45
genepi,sirwolten_46.22_7.99
Simone86,monte leone 3 553m via normale cresta sud_46.24_8.07
Schneemann,haldensteiner calanda 2806 m_46.88_9.5
ivanbutti,tamierhorn 3087 m con il bellissimo lago nero_46.41_8.44
patripoli,poker di nipotini sul palanzone_45.87_9.21
Menek,un bivacco con tre pizzi e una pietra quadra l avete mai visto_45.97_9.79
rkroebl,tw renen silberen 2319 m mit einer warnung_47.01_8.9
caco,anello sotto al piz buin_46.8_10.15
genepi,ein abwechslungsreicher tag_46.17_8.09
Lebowski1,mare e monti di arenzano 2014 giorno 1 percorso a_44.42_8.66
gmonty,vallon d arpette de saleina e combe d orny_46_7.09
Giaco,gelmersee_46.61_8.32
jaschwilli,capu di cuccula ein unbekannter aber lohnenswerter 2000er_42.28_8.84
jaschwilli,lac de creno_42.2_8.93
Max64,corno vitello 3057 m anello con punta palasina_45.78_7.77
genepi,ber die grenze_46.15_8.14
jaschwilli,kleine tour um calcatoggio abseits der gr 20 massen_42.02_8.78
mp2012,val contrin und palon de jigole 2805m_46.43_11.81
siso,il sentiero degli stambecchi sul sasso lanzone 2826 m_46.58_8.92
fuemm63,rigi modul 2 rotstock panorama wanderung_47.04_8.5
Kaj,schrennenweg l chlibetterweg nur einstieg_47.26_9.4
patripoli,tre passi a cavallo di val brembana e valtellina_46.06_9.75
kardirk,wanderung ins hveradalur im kerlingarfj ll_64.66_-19.3
Mueri,vrenelisg rtli 2904m via schw steren und furggle guppengrat getunt_47.01_8.99
xaendi,elbrus nordroute_43.66_42.61
Gherard,auf den mahnkopf bei regen_47.4_11.53
carpintero,alp sigel bis meglisalp via j gersteig und marwees bogartenmannli_47.27_9.42
carpintero,meglisalp bis ebenalp via ageteplatte und sch fler_47.27_9.39
Krokus,die fl scher seelein ein magischer ort_47.03_9.58
cristina,rocca di san bernolfo 2681 m e cima di collalunga 2759 m_44.24_7.03
joe,zwei juragrate als 1 2 tagestour schattberg und vogelberg_47.37_7.69
joe,gantrisch_46.71_7.45
cristina,p so tesina e laghi del lausfer_44.24_7.07
Francesco,scopi 3190_46.57_8.82
CampoTencia,gemsfairenstock im sommerschnee_46.87_8.93
Bombo,gitschen the skull 2513m_46.88_8.56
Poge,monte fallere_45.75_7.19
tignoelino,bettelmatthorn m 3044 formazza_46.44_8.38
Massimo,parco monte avic un indigestione di laghi_45.66_7.58
Poge,mont avic e mont iverta_45.67_7.58
Bombo,weissmies 4017m se nw berschreitung_46.1_7.96
giorgio59m,corno gries grieshorn 2969mt un altra bella perla della val bedretto_46.46_8.38
CampoTencia,mattstock berg mit zahnspangen_47.16_9.14
Poge,monte tantan e monte zerbion_45.81_7.66
Giaco,triftbr cke_46.71_8.34
Antoniu,monte tagliaferro finalmente_45.88_7.99
bulbiferum,durch das larsec und ber den kesselkogel_46.46_11.65
siso,piz beverin 2997 5 m_46.64_9.38
patripoli,colma di mombarone m 2371 e punta tre vescovi m 2347_45.58_7.88
mountainrescue,nur hysterisch pfeifende murmeltiere waren unsere begleiter einsame tour auf den reichenstein_47.49_14.94
Sky,mel de la niva 2758 m_46.09_7.48
sermer,capanna kesch m 2632 bike_46.63_9.88
Bergamotte,alpstein traverse s d nord_47.23_9.35
gero,bretterspitze 2608 m und steinspitze 2349 m zwei ungleiche nachbarn in der hornbachkette_47.32_10.47
cristina,trekking valle stura monte oserot 2854 m e rocca la meja 2833 m_44.31_7.05
bulbiferum,gronton und cima bocche_46.35_11.72
tignoelino,ofentalhorn m 3059 valle antrona_46.03_8.05
tilman,penas de haya_43.29_-1.79
hixx,inneres und usseres barrhorn_46.17_7.71
hixx,gruben augstbordpass schwarzhorn_46.21_7.73
PStraub,mit anstand gescheitert bike hike zum b tzistock 2340 m_46.93_9.04
PhilMo,bike hike au barrhorn_46.25_7.7
gbal,una passeggiata in val calanca da selma al pizzo bidi_46.32_9.1
bulbiferum,karerpass obereggen karersee_46.4_11.57
cristina,trekking sull av1_45.87_7.6
1Gehirner,biwak am lago d orgnana oder die alte bergachtsamkeit_46.22_8.79
lupo7,catinaccio di antermoia_46.46_11.66
Bergamotte,schrattenflue komplett_46.84_7.98
Francesco,pizzo coca 3050 m_46.06_10.01
caco,anello rifugio sesvenna lischana_46.78_10.38
brown,monte resegone 1 875 mt_45.86_9.45
cristina,colle di vofrede 3130 m e monte pancherot 2614 m_45.9_7.59
cristina,becca trecare 3033 e petit tournalin 3207_45.86_7.66
Barbacan,pietra parcellara 836m_44.84_9.49
milli12345,hochplattspitze jaufenspitze_46.84_11.34
patripoli,monte emilius m 3559 un sogno realizzato_45.68_7.33
joe,eine andere art der energiewanderung mont crosin_47.19_7.05
zar,rifugio vittorio sella 2582 m_45.58_7.32
zar,punta fenilia 3053 m_45.59_7.37
tignoelino,blinnenhorn val formazza per la normale_46.43_8.35
amphibol,von der bunderalp ber die schryberschreck und den z rcher tritt auf das mittaghorn_46.48_7.6
Sky,plattenberg 3041 m e vernokh rner 3043 m missione libri di vetta_46.56_9.01
siso,pizzo del corvo 3015 m_46.57_8.82
joe,geissflue g lflue egg_47.42_8.02
Bombo,vrenelisg rtli 2904m guppengrat_47.01_8.99
Giaco,pizzo cassinello_46.55_9
genepi,der indianerweg_46.82_8.41
Mel,von adelboden nach leukerbad_46.41_7.6
cappef,magehorn straffelgrat_46.24_8
Bergfritz,maggernigspitz 2640 m_46.96_12.98
Bergfritz,zirmseerunde_47.05_12.91
Chiemgauer,vom praghorn 2143m zum finsterbachkopf 2164m mit abstecher spitzh rndl 2027m_47.52_12.79
ivanbutti,piz valdraus 3096 m_46.61_8.95
Bergfritz,sadnig 2745 m_46.95_12.97
rkroebl,ber den pizzo taneda 2667 m und den passo bornengo durchs val maighels zum oberalppass_46.55_8.69
tignoelino,punta d arbola da canza_46.39_8.37
Alberto C.,a filo di morena fino al lago delle locce m 2223_45.95_7.92
Sky,mont rogneux 3083 8 m_46.02_7.24
Gherard,dunvegan head_57.5_-6.73
Gherard,the storr_57.51_-6.17
Bertrand,no l en ao t aventures familiales latrifth tte_46.7_8.35
cappef,pizzo diei 2906m monte cistella 2880m_46.26_8.22
Gherard,beinn dearg von inverlael_57.8_-4.99
Gherard,sidhean mor and old man of stoer_58.25_-5.39
Gherard,canisp_58.11_-5.01
bkatzer,s uling via neuschwanstein und bleckenau_47.55_10.76
Gherard,falls of kirkaig_58.12_-5.22
bulbiferum,sasso del cappello und la forfes_46.47_11.83
Gherard,erkundungen auf coigach achnahaird bay_58.07_-5.42
Sky,33e course p destre thyon dixence_46.13_7.38
tignoelino,pizzo di pioda val cravariola_46.26_8.38
climb74,val formazza vb valdo punta arbola rif c bruno riale_46.41_8.37
Bergamotte,glatten und m rcher st ckli ab urner boden_46.88_8.87
tricky,hexenschwarzfulengr tlisteig_46.83_8.7
gebre,piz morteratsch 3 751m con fantastico giro ad anello_46.44_9.9
Gherard,stac pollaidh ostgipfel_58.04_-5.21
Massimo,all ombra del re di pietra viso mozzo m 3019_44.68_7.1
patripoli,traversata rifugio calvi rifugio longo passando per il passo di valsecca_46.03_9.84
Pasci,tomlishorn via s dwestgrat stollenloch_46.96_8.23
morgan,giro alpi lucomagno_46.55_8.82
Bombo,fronalpstock 1921m via ch lenweg_46.98_8.65
Bombo,rigi hochflue 1698m m nnertr_47.01_8.57
justus,br smeliges am mittler gassenstock 2275m_47_8.94
SCM,piz languard 3262m_46.48_9.94
Ans,a spasso sopra schilpario la continuazione_46.03_10.14
Gemse,ber dem felsenweg rund um den kochelsee_47.67_11.37
kardirk,vom galgenstanglkopf zur gumpenspitze flotte gratwanderung_47.51_11.4
Simone86,rocciamelone 3 538m_45.19_7.08
lila,store soleibotntinden 2083m_61.45_7.76
Bertrand,la luette 3548m travers e arolla dixence alpinisme en famille_46.04_7.43
Curi,regndalen_62.28_6.63
brown,sass quader 3 046 piz trovat 3 146 munt pers 3 207_46.42_9.97
morgan,gradiccioli tamaro e gambarogno val veddasca_46.09_8.84
lila,nigardsbreen und bergsetbreen die gletscher fast am parkplatz_61.64_7.15
bkatzer,tegelberg klettersteig branderschrofen ahornspitze schloss neuschwanstein_47.56_10.77
lila,wasserreiche wasserfall halbtagestour bei kinsarvik_60.35_6.78
hixx,von m rren nach kandersteg_46.54_7.83
ser59,ca di janzo rif carestia e dintorni_45.81_7.9
ser59,rif carestia corno bianco cresta rossa ospizio sottile_45.81_7.88
tricky,ruessifluegrat galtigent rme_46.96_8.25
Bertrand,tour du val bognanco trailrun_46.12_8.24
Bergamotte,bietst ck engelberger rotstock wissigstock_46.85_8.46
gbal,un torrone rosso anche per noi_46.3_9.08
rkroebl,piz languard 3262 m mit abstieg ins val da fain_46.47_9.96
Bertrand,bric de rubren 3340m travers e s n par le plus haut lac des alpes_44.62_6.9
stefi,testa del gavio 3047_45.6_7.32
Curi,bl dalsvatna und fitjakollen_62.33_6.8
tignoelino,marsicce val grande_46.08_8.48
patripoli,zoccolando zoccolando arriviamo al l della vacca e poi su al terre fredde 2645 mt_45.94_10.42
lila,s re tinden 1564m_59.75_6.62
zar,bivacco del servizio 2585 m anello starleggia_46.4_9.32
kardirk,stuhlkopf n s berschreitung_47.46_11.47
milan,hohe kugel 1645m ab fraxern_47.33_9.7
stefi,aiguille d artanavaz 3070 m_45.81_7.08
stefi,palon di resy 2670 m_45.87_7.74
stefi,lago vercoche 2220 m_45.61_7.61
stefi,col serena 2545 m_45.81_7.13
Alberto C.,monte zerbion 2720 da barmasc_45.8_7.67
Giaco,munt pers_46.42_9.97
lila,reinanuten 1296m_60.04_6.46
beppu,ochsehorn 2912 m_46.24_7.93
mountainrescue,eisenerzer reichenstein oder bischt a tiroler bischt a hoarter hund_47.51_14.94
gmonty,pizzo malora 2640 m_46.4_8.6
mountainrescue,laaaaange 2 gipfeltour oder der j ger und sammlertrieb hat voll durchgeschlagen_47.37_15.19
mountainrescue,einsame 3 gipfel tour in den seckauern brandst tterkogel maierangerkogel und seckauer zinken_47.34_14.71
tignoelino,pizzo di mezzod val bognanco_46.17_8.21
Mel,steinb cke und alpengl hen am chrinnenhorn_46.63_8.09
rkroebl,igl compass 3016 m in den wolken_46.59_9.83
MunggaLoch,h2 leichte wanderung mit huckepack_46.68_11.27
bulbiferum,halbtagestour auf den piz bo_46.51_11.82
Fico,auf dem h henweg von einsiedeln zur ibergeregg amselspitz 1491 m furggelenstock 1656 m_47.07_8.74
Bertrand,tour de la font sancte 3385m symphonie mineralo florale au coeur des alpes de haute provence_44.62_6.78
Alberto C.,oratorio di san lucio anello_46.08_9.07
pm1996,pizzo led 2503 m_46.25_9.32
Nobis,der vergessene calanda grat vom berger calanda ber napoleon zum haldensteiner calanda_46.9_9.49
Linard03,piz cotschen 3030m_46.79_10.17
Zeeka,dreizehntenhorn 3052m schwarzhorn 3201m augstbordhorn 2973m_46.25_7.78
rkroebl,kleine wanderung zum morteratschgletscher_46.45_9.92
360,mount whitney mountaineer s route plus_36.57_-118.27
bulbiferum,latemarspitze 2791m vom karerpass aus_46.39_11.6
genepi,einen kurzen feuchten spaziergang_46.62_9.76
Giaco,pizzo taneda_46.56_8.74
ser59,nel parco m avic m torretta_45.67_7.6
ser59,m glacier dal rif barbustel_45.64_7.55
PosAro,anveuda lago retico piz di cadr igh_46.56_8.87
ser59,monte avic dal rif barbustel_45.66_7.58
SCM,piz beverin 2998m_46.65_9.37
jaschwilli,mein erster dreitausender ber den ritterpass aufs helsenhorn_46.32_8.18
patripoli,battesimo delle vette per elia_45.94_9.54
siso,scrigno di poltrinone 1956 m_46.15_9.1
SCM,ch ferberg 571m_47.41_8.51
Gemse,von lippertshofen auf den reisberg_48.85_11.35
giorgio59m,nufenenstock 2866mt_46.47_8.4
tricky,von uster nach meilen_47.31_8.69
carpintero,selun ostgipfel und selun_47.17_9.25
genepi,im nationalpark_46.67_10.18
kardirk,potschallkopf einsamer geselle des parzinns_47.28_10.59
Gemse,20km rund um kufstein_47.58_12.17
patripoli,monte tre confini venerocolo m 2590_46.05_10.18
gbal,al monte chiusarella con kik_45.86_8.82
Max,le morgonnet_44.49_6.37
360,of black buttes and a flat tire_39.4_-120.58
Max64,punta clogstafel 2967m val formazza_46.38_8.39
cristina,alpi apuane pania della croce 1858 m e monte forato 1230 m_44.02_10.32
ser59,pizzo stella da borgonuovo_46.35_9.44
schalb,ochsenhorn und wyssgrat zeitweise nebelig_46.24_7.92
Herbert,hochstuhl klettersteig und bielschitza_46.44_14.18
Bertrand,aiguille du pouce face sud voie des dalles_45.97_6.87
mountainrescue,zweigeteiltes wetter im s den k rnten wolkenlos slowenien hochnebel oder steirertreffen in k rnten_46.44_14.18
milan,gstanskopf 2730m ber den westgrat_47.08_10.18
hikemania,schweinsberg eibengrat gratrunde_49.64_11.43
Linard03,piz grevasalvas 2932m_46.42_9.7
morgan,passeggiata a lenzerheide_46.74_9.55
mm1969,bova scala di legno e capanna mara_45.83_9.2
Chiemgauer,zahmer kaiser komplett heuberg bis teufelskanzel_47.62_12.3
quacamozza,sechszinkenspitze und kemptner k pfl_47.31_10.18
DutchHikr,slag auf slag_52.15_4.34
genepi,albrunpass_46.35_8.25
Schneemann,n belch ppler 2446m stralst ckli 2215m einsame gl rnischgipfel_47.01_8.94
siso,cantun de l ungheres 2771 m_46.46_9.16
Simone86,q 2633 passo della stella passo quadrella da bosco gurin_46.19_8.72
ser59,monte redondo m corr_45.97_9.97
alexelzach,alphubel so grat_46.06_7.85
patripoli,monte mucrone alla ricerca del solleone_45.63_7.96
CampoTencia,ber w nde und grate auf den s ntis_47.23_9.36
CampoTencia,wageten riseten fridlispitz_47.12_9.03
genepi,al pojala_46.33_8.31
Sky,giir di mont_46.06_9.44
siso,mittagskogel 3159 m_46.93_10.87
giorgio59m,pizzo di claro una conquista ed un ricordo_46.29_9.07
cristina,val maira chersogno 3026 m rocca marchisia 3072 m e pelvo d elva 3064 m_44.53_7.03
siso,ludwigsburger h tte 1935 m dav_47.11_10.81
Gabri,pizzo del lago gelato cima s 2617 m e splendido anello in val agarina_46.23_8.42
patripoli,se noi arranchiamo gli stambecchi sorridono corno stella 2620 mt_46.05_9.78
zar,castore 4223 m_45.9_7.79
Curi,zwei blassen eine platte_47.54_10.85
mountainrescue,am reichenstoa bist nie alloan_47.51_14.94
Geissbock,monte grona und monte bregagno_46.08_9.22
SCM,brandegg 1243m h ttchopf 1232m_47.3_8.95
justus,ber die schlafsteine und das r ssegg auf den schilt_47.04_9.1
D!nu,bike and hike auf die rigi_47.06_8.48
cappef,pizzo ciap 2394m_46.07_8.14
mountainrescue,vor der gewitterfront noch schnell auf den reiting_47.44_14.92
siso,mittagskogel 3159 m_46.94_10.87
ilberto68,giro della val biandino_46_9.48
Poge,monte giove_46.35_8.38
siso,wurmtaler kopf 3225 m_46.95_10.82
Schneemann,rophaien 2078m und diepen 2222m von fl elen_46.91_8.65
siso,braunschweiger h tte 2758 m gletscherweg_46.94_10.89
kardirk,hinteres sonnwendjoch n flanke und o grat_47.62_11.98
Gemse,ber den petersberg und tannenb hl bei haisterkirch_47.93_9.78
Simone86,denti della vecchia giro ad anello_46.05_9.02
Gherard,berschreitung der speckkarspitze_47.34_11.49
gebre,piz albris 3 166m gran bel canale_46.47_9.95
quacamozza,n rdliche fuchskarspitze und kesselspitze_47.41_10.42
Poge,grand assaly e point de loydon_45.67_6.97
quacamozza,balken und glasfelderkopf_47.41_10.42
Curi,notkarspitze und der alte abstiegsweg ins k halpenbachtal_47.56_11.07
siso,taschachhaus 2432 m dav_46.93_10.84
MatthiasG,rote wand fr h am morgen_47.19_9.97
Fico,von der glattalp in grandioser landschaft zum klausenpass m ren 2304 m glatten 2505 m_46.89_8.85
Gemse,in den h geln westlich von taufkirchen_48.33_12.1
